token,symbol,stream,entry_time,exit_time,pnl_pct,realized_usd,ath_pct,hold_min,exit_reason,chain,dex
CdqBAHuDvohYZpiWesd2Cmb2zRcVnhHP,Kimchi,SNIPER_SMART_COPY_AGE5,1785116326297,1785116818951,-8.3,-0.08,50.1,8,paper_SNIPER_SMART_COPY_AGE5_trail,solana,meteora
CdqBAHuDvohYZpiWesd2Cmb2zRcVnhHP,Kimchi,SNIPER_SMART_COPY_TOP,1785116325560,1785116819690,-8.3,-0.08,50.1,8,paper_SNIPER_SMART_COPY_TOP_trail,solana,meteora
CdqBAHuDvohYZpiWesd2Cmb2zRcVnhHP,Kimchi,SNIPER_SMART_COPY,1785116324835,1785116820474,-8.3,-0.08,50.1,8,paper_SNIPER_SMART_COPY_trail,solana,meteora
CdqBAHuDvohYZpiWesd2Cmb2zRcVnhHP,Kimchi,SNIPER_ULTRA_TRIPLE,1785116324043,1785116821290,-8.3,-0.08,50.1,8,paper_SNIPER_ULTRA_TRIPLE_trail,solana,meteora
CdqBAHuDvohYZpiWesd2Cmb2zRcVnhHP,Kimchi,SNIPER_VOL_VEL,1785116323250,1785116822294,-8.3,-0.08,50.1,8,paper_SNIPER_VOL_VEL_trail,solana,meteora
CdqBAHuDvohYZpiWesd2Cmb2zRcVnhHP,Kimchi,SNIPER_MC_LIQ,1785116322474,1785116823105,-8.3,-0.08,50.1,8,paper_SNIPER_MC_LIQ_trail,solana,meteora
CdqBAHuDvohYZpiWesd2Cmb2zRcVnhHP,Kimchi,SNIPER_LATE,1785116321691,1785116823882,-9.9,-29.66,48.8,8,medium_trail,solana,meteora
CdqBAHuDvohYZpiWesd2Cmb2zRcVnhHP,Kimchi,SNIPER_GOLD5,1785116320952,1785116824663,-9.1,-13.61,49.5,8,medium_trail,solana,meteora
CdqBAHuDvohYZpiWesd2Cmb2zRcVnhHP,Kimchi,SNIPER_H,1785116320059,1785116825603,-8.8,-8.8,49.7,8,medium_trail,solana,meteora
CdqBAHuDvohYZpiWesd2Cmb2zRcVnhHP,Kimchi,SNIPER_G,1785116319315,1785116826384,-8.8,-8.8,49.7,8,medium_trail,solana,meteora
CdqBAHuDvohYZpiWesd2Cmb2zRcVnhHP,Kimchi,SNIPER_F2,1785116318562,1785116827144,-8.8,-8.8,49.7,8,medium_trail,solana,meteora
CdqBAHuDvohYZpiWesd2Cmb2zRcVnhHP,Kimchi,SNIPER_F,1785116317823,1785116827894,-8.8,-8.8,49.7,9,medium_trail,solana,meteora
CdqBAHuDvohYZpiWesd2Cmb2zRcVnhHP,Kimchi,SNIPER_D2,1785116317088,1785116828691,-8.8,-8.8,49.7,9,medium_trail,solana,meteora
CdqBAHuDvohYZpiWesd2Cmb2zRcVnhHP,Kimchi,SNIPER_D,1785116316347,1785116829575,-8.8,-8.8,49.7,9,medium_trail,solana,meteora
CdqBAHuDvohYZpiWesd2Cmb2zRcVnhHP,Kimchi,SNIPER_B,1785116315573,1785116830550,-8.8,-8.8,49.7,9,medium_trail,solana,meteora
CdqBAHuDvohYZpiWesd2Cmb2zRcVnhHP,Kimchi,SNIPER_A,1785116314753,1785116831381,-8.8,-8.8,49.7,9,medium_trail,solana,meteora
HbfRgcHXskbsXwucVAsF41bA2cvAPTzA,POTUS,SNIPER_MC_LIQ,1785116971647,1785116998489,-17.2,-0.17,0.0,0,sl,solana,pumpswap
HbfRgcHXskbsXwucVAsF41bA2cvAPTzA,POTUS,SNIPER_H,1785116970645,1785116999547,-17.6,-17.61,0.0,0,sl,solana,pumpswap
HbfRgcHXskbsXwucVAsF41bA2cvAPTzA,POTUS,SNIPER_G,1785116969886,1785117000309,-17.6,-17.61,0.0,1,sl,solana,pumpswap
HbfRgcHXskbsXwucVAsF41bA2cvAPTzA,POTUS,SNIPER_E2,1785116969113,1785117001167,-17.6,-17.61,0.0,1,sl,solana,pumpswap
HbfRgcHXskbsXwucVAsF41bA2cvAPTzA,POTUS,SNIPER_E,1785116968359,1785117002179,-17.6,-17.61,0.0,1,sl,solana,pumpswap
HbfRgcHXskbsXwucVAsF41bA2cvAPTzA,POTUS,SNIPER_D2,1785116967619,1785117003113,-17.6,-17.61,0.0,1,sl,solana,pumpswap
HbfRgcHXskbsXwucVAsF41bA2cvAPTzA,POTUS,SNIPER_D,1785116966886,1785117004155,-17.6,-17.61,0.0,1,sl,solana,pumpswap
HbfRgcHXskbsXwucVAsF41bA2cvAPTzA,POTUS,SNIPER_B,1785116966157,1785117005071,-17.6,-17.61,0.0,1,sl,solana,pumpswap
HbfRgcHXskbsXwucVAsF41bA2cvAPTzA,POTUS,SNIPER_A,1785116965206,1785117006072,-17.6,-17.61,0.0,1,sl,solana,pumpswap
HbfRgcHXskbsXwucVAsF41bA2cvAPTzA,POTUS,SNIPER_MC_LIQ,1785117174571,1785117362171,-21.2,-0.21,0.0,3,sl,solana,pumpswap
HbfRgcHXskbsXwucVAsF41bA2cvAPTzA,POTUS,SNIPER_H,1785117173438,1785117363522,-21.7,-21.67,0.0,3,sl,solana,pumpswap
HbfRgcHXskbsXwucVAsF41bA2cvAPTzA,POTUS,SNIPER_G,1785117172651,1785117364216,-21.7,-21.67,0.0,3,sl,solana,pumpswap
HbfRgcHXskbsXwucVAsF41bA2cvAPTzA,POTUS,SNIPER_E2,1785117171842,1785117365051,-21.7,-21.67,0.0,3,sl,solana,pumpswap
HbfRgcHXskbsXwucVAsF41bA2cvAPTzA,POTUS,SNIPER_E,1785117171092,1785117365828,-21.7,-21.67,0.0,3,sl,solana,pumpswap
HbfRgcHXskbsXwucVAsF41bA2cvAPTzA,POTUS,SNIPER_D2,1785117170344,1785117366628,-21.7,-21.67,0.0,3,sl,solana,pumpswap
HbfRgcHXskbsXwucVAsF41bA2cvAPTzA,POTUS,SNIPER_D,1785117169615,1785117367411,-21.7,-21.67,0.0,3,sl,solana,pumpswap
HbfRgcHXskbsXwucVAsF41bA2cvAPTzA,POTUS,SNIPER_B,1785117168872,1785117368175,-21.7,-21.67,0.0,3,sl,solana,pumpswap
HbfRgcHXskbsXwucVAsF41bA2cvAPTzA,POTUS,SNIPER_A,1785117168159,1785117368995,-21.7,-21.67,0.0,3,sl,solana,pumpswap
8wAiB2Ti8TP7AtesrTWEEMjq3RQEmEaa,REDBULL,SNIPER_SMART_TOP_AGE5,1785117540102,1785117746316,-100,-1,0.0,3,v2_early_liq_drop_-100%,solana,meteora
8wAiB2Ti8TP7AtesrTWEEMjq3RQEmEaa,REDBULL,SNIPER_SMART_COPY_AGE5,1785117539359,1785117747434,-100,-1,0.0,3,v2_early_liq_drop_-100%,solana,meteora
8wAiB2Ti8TP7AtesrTWEEMjq3RQEmEaa,REDBULL,SNIPER_SMART_COPY_TOP,1785117538646,1785117748282,-100,-1,0.0,3,v2_early_liq_drop_-100%,solana,meteora
8wAiB2Ti8TP7AtesrTWEEMjq3RQEmEaa,REDBULL,SNIPER_SMART_COPY,1785117537804,1785117749080,-100,-1,0.0,4,v2_early_liq_drop_-100%,solana,meteora
8wAiB2Ti8TP7AtesrTWEEMjq3RQEmEaa,REDBULL,SNIPER_H,1785117537048,1785117749867,-100,-100,0.0,4,v2_early_liq_drop_-100%,solana,meteora
8wAiB2Ti8TP7AtesrTWEEMjq3RQEmEaa,REDBULL,SNIPER_B,1785117536277,1785117750667,-100,-100,0.0,4,v2_early_liq_drop_-100%,solana,meteora
8wAiB2Ti8TP7AtesrTWEEMjq3RQEmEaa,REDBULL,SNIPER_A,1785117535449,1785117751500,-100,-100,0.0,4,v2_early_liq_drop_-100%,solana,meteora
B7JNk3Ar2bpeqokds1Pt9QKNJE6mAZWz,🔥POTUS,SNIPER_ULTRA_TRIPLE,1785117531322,1785118136103,-100,-1,40.9,10,rug_no_data,solana,pumpswap
B7JNk3Ar2bpeqokds1Pt9QKNJE6mAZWz,🔥POTUS,SNIPER_VOL_VEL,1785117530489,1785118137232,-100,-1,40.9,10,rug_no_data,solana,pumpswap
B7JNk3Ar2bpeqokds1Pt9QKNJE6mAZWz,🔥POTUS,SNIPER_MC_LIQ,1785117529703,1785118137982,-100,-1,40.9,10,rug_no_data,solana,pumpswap
B7JNk3Ar2bpeqokds1Pt9QKNJE6mAZWz,🔥POTUS,SNIPER_H2,1785117528947,1785118138753,-100,-100,40.1,10,rug_no_data,solana,pumpswap
B7JNk3Ar2bpeqokds1Pt9QKNJE6mAZWz,🔥POTUS,SNIPER_H,1785117528209,1785118139527,-100,-100,40.1,10,rug_no_data,solana,pumpswap
B7JNk3Ar2bpeqokds1Pt9QKNJE6mAZWz,🔥POTUS,SNIPER_B,1785117527438,1785118140328,-100,-100,40.1,10,rug_no_data,solana,pumpswap
B7JNk3Ar2bpeqokds1Pt9QKNJE6mAZWz,🔥POTUS,SNIPER_A,1785117526628,1785118141204,-100,-100,40.1,10,rug_no_data,solana,pumpswap
4RxKAacf2U62R4vhxAuEEDLKRvumAyXM,SalaryCat,SNIPER_MC_LIQ,1785121314843,1785121362446,-28.2,-0.28,0.0,1,sl,solana,pumpswap
4RxKAacf2U62R4vhxAuEEDLKRvumAyXM,SalaryCat,SNIPER_GOLD5,1785121314048,1785121363463,-29.3,-43.89,0.0,1,sl,solana,pumpswap
4RxKAacf2U62R4vhxAuEEDLKRvumAyXM,SalaryCat,SNIPER_G,1785121313212,1785121364270,-28.9,-28.9,0.0,1,sl,solana,pumpswap
4RxKAacf2U62R4vhxAuEEDLKRvumAyXM,SalaryCat,SNIPER_F2,1785121312209,1785121365082,-28.9,-28.9,0.0,1,sl,solana,pumpswap
4RxKAacf2U62R4vhxAuEEDLKRvumAyXM,SalaryCat,SNIPER_F,1785121311359,1785121365860,-28.9,-28.9,0.0,1,sl,solana,pumpswap
4RxKAacf2U62R4vhxAuEEDLKRvumAyXM,SalaryCat,SNIPER_E2,1785121310516,1785121366647,-28.9,-28.9,0.0,1,sl,solana,pumpswap
4RxKAacf2U62R4vhxAuEEDLKRvumAyXM,SalaryCat,SNIPER_E,1785121309663,1785121367530,-28.9,-28.9,0.0,1,sl,solana,pumpswap
4RxKAacf2U62R4vhxAuEEDLKRvumAyXM,SalaryCat,SNIPER_D2,1785121308859,1785121368359,-28.9,-28.9,0.0,1,sl,solana,pumpswap
4RxKAacf2U62R4vhxAuEEDLKRvumAyXM,SalaryCat,SNIPER_D,1785121308080,1785121369142,-28.9,-28.9,0.0,1,sl,solana,pumpswap
4RxKAacf2U62R4vhxAuEEDLKRvumAyXM,SalaryCat,SNIPER_B,1785121307269,1785121369924,-28.9,-28.9,0.0,1,sl,solana,pumpswap
4RxKAacf2U62R4vhxAuEEDLKRvumAyXM,SalaryCat,SNIPER_A,1785121306299,1785121370704,-28.9,-28.9,0.0,1,sl,solana,pumpswap
0x85f854e8a833b0c6fee0d561b909d1,SPXUP,SNIPER_B,1785121620423,1785122036985,9.5,18.95,4.2,7,early_exit_ratio_99,bsc,pancakeswap
0xb43d910e2fd60706b9bb59c3cec7b8,BRO,SNIPER_B,1785121334934,1785122038100,6.8,13.65,11.9,12,fast_stall_10min_low_pnl,bsc,pancakeswap
0xb43d910e2fd60706b9bb59c3cec7b8,BRO,SNIPER_A,1785121333978,1785122039005,6.8,13.65,11.9,12,fast_stall_10min_low_pnl,bsc,pancakeswap
FQpEmi2i4soV5igFjCK5avPHwaXCAV5a,MAGAVERSE,SNIPER_ULTRA_TRIPLE,1785122191203,1785122266937,-100,-1,0.0,1,rug_no_data,solana,pumpswap
FQpEmi2i4soV5igFjCK5avPHwaXCAV5a,MAGAVERSE,SNIPER_VOL_VEL,1785122190413,1785122267945,-100,-1,0.0,1,rug_no_data,solana,pumpswap
